# sky130 nfet_01v8 gm/ID Lookup Table
# Corner: tt
# Temperature: 25 C
# W = 2.0 um
# L = 1.08 um (1080 nm)
# VDS = 0.6 V
# Columns: vgs [V]  vth [V]  gm [S]  id [A]  gds [S]  cgg [F]  cgs [F]  cgd [F]
#           vgs             vth              gm              id             gds             cgg             cgs             cgd
    0.000000e+00    5.978755e-01    2.172290e-12    7.713392e-14    1.386422e-14    4.442458e-15   -1.385758e-16   -5.509203e-20
    5.000000e-03    5.978755e-01    2.500710e-12    8.879717e-14    1.596060e-14    4.430810e-15   -1.436011e-16   -5.711346e-20
    1.000000e-02    5.978755e-01    2.878771e-12    1.022237e-13    1.837392e-14    4.419523e-15   -1.488709e-16   -5.921330e-20
    1.500000e-02    5.978755e-01    3.313973e-12    1.176801e-13    2.115207e-14    4.408605e-15   -1.543991e-16   -6.139496e-20
    2.000000e-02    5.978755e-01    3.814949e-12    1.354730e-13    2.435021e-14    4.398064e-15   -1.602003e-16   -6.366203e-20
    2.500000e-02    5.978755e-01    4.391636e-12    1.559556e-13    2.803181e-14    4.387911e-15   -1.662902e-16   -6.601826e-20
    3.000000e-02    5.978755e-01    5.055470e-12    1.795345e-13    3.226992e-14    4.378155e-15   -1.726848e-16   -6.846760e-20
    3.500000e-02    5.978755e-01    5.819615e-12    2.066774e-13    3.714865e-14    4.368808e-15   -1.794015e-16   -7.101418e-20
    4.000000e-02    5.978755e-01    6.699219e-12    2.379229e-13    4.276479e-14    4.359881e-15   -1.864583e-16   -7.366233e-20
    4.500000e-02    5.978755e-01    7.711719e-12    2.738910e-13    4.922976e-14    4.351387e-15   -1.938742e-16   -7.641660e-20
    5.000000e-02    5.978755e-01    8.877182e-12    3.152949e-13    5.667179e-14    4.343339e-15   -2.016693e-16   -7.928176e-20
    5.500000e-02    5.978755e-01    1.021870e-11    3.629560e-13    6.523849e-14    4.335752e-15   -2.098645e-16   -8.226280e-20
    6.000000e-02    5.978755e-01    1.176285e-11    4.178194e-13    7.509976e-14    4.328641e-15   -2.184820e-16   -8.536496e-20
    6.500000e-02    5.978755e-01    1.354022e-11    4.809730e-13    8.645110e-14    4.322022e-15   -2.275449e-16   -8.859375e-20
    7.000000e-02    5.978755e-01    1.558600e-11    5.536687e-13    9.951758e-14    4.315912e-15   -2.370775e-16   -9.195491e-20
    7.500000e-02    5.978755e-01    1.794069e-11    6.373475e-13    1.145582e-13    4.310329e-15   -2.471053e-16   -9.545450e-20
    8.000000e-02    5.978755e-01    2.065090e-11    7.336677e-13    1.318710e-13    4.305293e-15   -2.576549e-16   -9.909885e-20
    8.500000e-02    5.978755e-01    2.377024e-11    8.445379e-13    1.517990e-13    4.300822e-15   -2.687542e-16   -1.028946e-19
    9.000000e-02    5.978755e-01    2.736041e-11    9.721543e-13    1.747370e-13    4.296938e-15   -2.804322e-16   -1.068487e-19
    9.500000e-02    5.978755e-01    3.149241e-11    1.119044e-12    2.011393e-13    4.293663e-15   -2.927195e-16   -1.109684e-19
    1.000000e-01    5.978755e-01    3.624790e-11    1.288117e-12    2.315287e-13    4.291021e-15   -3.056476e-16   -1.152615e-19
    1.050000e-01    5.978755e-01    4.172083e-11    1.482718e-12    2.665067e-13    4.289035e-15   -3.192488e-16   -1.197358e-19
    1.100000e-01    5.978755e-01    4.801930e-11    1.706700e-12    3.067655e-13    4.287731e-15   -3.335581e-16   -1.243998e-19
    1.150000e-01    5.978755e-01    5.526763e-11    1.964493e-12    3.531017e-13    4.287135e-15   -3.486112e-16   -1.292623e-19
    1.200000e-01    5.978755e-01    6.360885e-11    2.261197e-12    4.064315e-13    4.287276e-15   -3.644453e-16   -1.343325e-19
    1.250000e-01    5.978755e-01    7.320745e-11    2.602676e-12    4.678095e-13    4.288182e-15   -3.810986e-16   -1.396199e-19
    1.300000e-01    5.978755e-01    8.425262e-11    2.995681e-12    5.384485e-13    4.289883e-15   -3.986109e-16   -1.451347e-19
    1.350000e-01    5.978755e-01    9.696193e-11    3.447974e-12    6.197442e-13    4.292409e-15   -4.170233e-16   -1.508875e-19
    1.400000e-01    5.978755e-01    1.115856e-10    3.968488e-12    7.133019e-13    4.295794e-15   -4.363782e-16   -1.568892e-19
    1.450000e-01    5.978755e-01    1.284113e-10    4.567498e-12    8.209681e-13    4.300070e-15   -4.567192e-16   -1.631513e-19
