# sky130 nfet_01v8 gm/ID Processed Lookup Table
# Corner: ff
# Temperature: 25C
# W = 2.0 um
# L = 1.8 um (1800 nm)
# Columns: gm/id [1/V]  gm/gds [V/V]  id/W [A/m]  ft [Hz]  Cgg/W [F/m]  Cgd/W [F/m]  Cgs/W [F/m]  Vov [V]
#         gm/id          gm/gds            id/W              ft           Cgg/W           Cgd/W           Cgs/W             Vov
    2.736281e+01    1.462479e+02    7.871285e-08    8.724117e+01    3.929207e-09    8.020935e-14    2.168076e-10   -5.421323e-01
    2.736203e+01    1.462437e+02    9.025315e-08    1.001595e+02    3.924087e-09    8.319430e-14    2.256812e-10   -5.371323e-01
    2.736118e+01    1.462393e+02    1.034850e-07    1.149767e+02    3.919426e-09    8.629920e-14    2.349924e-10   -5.321323e-01
    2.736029e+01    1.462345e+02    1.186562e-07    1.319693e+02    3.915241e-09    8.952935e-14    2.447633e-10   -5.271323e-01
    2.735933e+01    1.462293e+02    1.360509e-07    1.514532e+02    3.911548e-09    9.289025e-14    2.550169e-10   -5.221323e-01
    2.735830e+01    1.462239e+02    1.559949e-07    1.737900e+02    3.908364e-09    9.638770e-14    2.657771e-10   -5.171323e-01
    2.735720e+01    1.462179e+02    1.788616e-07    1.993927e+02    3.905706e-09    1.000278e-13    2.770685e-10   -5.121323e-01
    2.735602e+01    1.462117e+02    2.050790e-07    2.287334e+02    3.903594e-09    1.038168e-13    2.889166e-10   -5.071323e-01
    2.735476e+01    1.462049e+02    2.351379e-07    2.623512e+02    3.902047e-09    1.077614e-13    3.013489e-10   -5.021323e-01
    2.735340e+01    1.461978e+02    2.696009e-07    3.008619e+02    3.901086e-09    1.118684e-13    3.143933e-10   -4.971323e-01
    2.735193e+01    1.461900e+02    3.091127e-07    3.449680e+02    3.900733e-09    1.161451e-13    3.280786e-10   -4.921323e-01
    2.735038e+01    1.461817e+02    3.544126e-07    3.954720e+02    3.901009e-09    1.205990e-13    3.424350e-10   -4.871323e-01
    2.734872e+01    1.461728e+02    4.063479e-07    4.532887e+02    3.901937e-09    1.252380e-13    3.574931e-10   -4.821323e-01
