# sky130 nfet_01v8 gm/ID Processed Lookup Table
# Corner: ss
# Temperature: 0C
# W = 2.0 um
# L = 1.62 um (1620 nm)
# Columns: gm/id [1/V]  gm/gds [V/V]  id/W [A/m]  ft [Hz]  Cgg/W [F/m]  Cgd/W [F/m]  Cgs/W [F/m]  Vov [V]
#         gm/id          gm/gds            id/W              ft           Cgg/W           Cgd/W           Cgs/W             Vov
    2.944963e+01    1.487482e+02    4.525578e-09    6.190048e+00    3.426731e-09    2.981807e-14    9.049935e-11   -6.107913e-01
    2.944938e+01    1.487469e+02    5.243520e-09    7.190056e+00    3.418117e-09    3.097214e-14    9.375580e-11   -6.057913e-01
    2.944913e+01    1.487456e+02    6.075345e-09    8.351095e+00    3.409731e-09    3.217237e-14    9.716490e-11   -6.007913e-01
    2.944884e+01    1.487442e+02    7.039125e-09    9.698994e+00    3.401578e-09    3.342079e-14    1.007352e-10   -5.957913e-01
    2.944853e+01    1.487427e+02    8.155785e-09    1.126369e+01    3.393663e-09    3.471952e-14    1.044758e-10   -5.907913e-01
    2.944821e+01    1.487410e+02    9.449570e-09    1.307992e+01    3.385993e-09    3.607080e-14    1.083964e-10   -5.857913e-01
    2.944786e+01    1.487392e+02    1.094857e-08    1.518791e+01    3.378573e-09    3.747697e-14    1.125069e-10   -5.807913e-01
    2.944747e+01    1.487373e+02    1.268535e-08    1.763433e+01    3.371411e-09    3.894050e-14    1.168180e-10   -5.757913e-01
    2.944706e+01    1.487352e+02    1.469760e-08    2.047323e+01    3.364513e-09    4.046395e-14    1.213411e-10   -5.707913e-01
    2.944663e+01    1.487330e+02    1.702901e-08    2.376726e+01    3.357887e-09    4.205004e-14    1.260875e-10   -5.657913e-01
    2.944614e+01    1.487305e+02    1.973020e-08    2.758895e+01    3.351542e-09    4.370160e-14    1.310701e-10   -5.607913e-01
    2.944563e+01    1.487280e+02    2.285979e-08    3.202241e+01    3.345486e-09    4.542162e-14    1.363021e-10   -5.557913e-01
    2.944507e+01    1.487251e+02    2.648574e-08    3.716496e+01    3.339729e-09    4.721320e-14    1.417976e-10   -5.507913e-01
    2.944448e+01    1.487222e+02    3.068674e-08    4.312932e+01    3.334281e-09    4.907964e-14    1.475709e-10   -5.457913e-01
    2.944385e+01    1.487190e+02    3.555395e-08    5.004594e+01    3.329152e-09    5.102435e-14    1.536376e-10   -5.407913e-01
    2.944315e+01    1.487155e+02    4.119301e-08    5.806584e+01    3.324353e-09    5.305100e-14    1.600137e-10   -5.357913e-01
    2.944241e+01    1.487118e+02    4.772631e-08    6.736380e+01    3.319898e-09    5.516330e-14    1.667162e-10   -5.307913e-01
    2.944162e+01    1.487077e+02    5.529555e-08    7.814191e+01    3.315798e-09    5.736525e-14    1.737628e-10   -5.257913e-01
    2.944075e+01    1.487034e+02    6.406505e-08    9.063403e+01    3.312065e-09    5.966100e-14    1.811722e-10   -5.207913e-01
    2.943983e+01    1.486988e+02    7.422495e-08    1.051105e+02    3.308715e-09    6.205495e-14    1.889640e-10   -5.157913e-01
    2.943885e+01    1.486938e+02    8.599565e-08    1.218837e+02    3.305763e-09    6.455165e-14    1.971584e-10   -5.107913e-01
    2.943778e+01    1.486884e+02    9.963250e-08    1.413150e+02    3.303223e-09    6.715590e-14    2.057772e-10   -5.057913e-01
    2.943662e+01    1.486826e+02    1.154312e-07    1.638216e+02    3.301112e-09    6.987270e-14    2.148425e-10   -5.007913e-01
    2.943539e+01    1.486763e+02    1.337343e-07    1.898853e+02    3.299448e-09    7.270740e-14    2.243777e-10   -4.957913e-01
    2.943407e+01    1.486697e+02    1.549385e-07    2.200628e+02    3.298247e-09    7.566550e-14    2.344074e-10   -4.907913e-01
    2.943265e+01    1.486625e+02    1.795035e-07    2.549963e+02    3.297529e-09    7.875275e-14    2.449567e-10   -4.857913e-01
    2.943110e+01    1.486547e+02    2.079618e-07    2.954269e+02    3.297314e-09    8.197530e-14    2.560525e-10   -4.807913e-01
    2.942944e+01    1.486463e+02    2.409299e-07    3.422094e+02    3.297622e-09    8.533945e-14    2.677220e-10   -4.757913e-01
    2.942766e+01    1.486374e+02    2.791220e-07    3.963299e+02    3.298473e-09    8.885195e-14    2.799940e-10   -4.707913e-01
    2.942575e+01    1.486278e+02    3.233652e-07    4.589244e+02    3.299893e-09    9.251965e-14    2.928982e-10   -4.657913e-01
    2.942369e+01    1.486174e+02    3.746177e-07    5.313020e+02    3.301902e-09    9.634995e-14    3.064654e-10   -4.607913e-01
    2.942148e+01    1.486063e+02    4.339889e-07    6.149705e+02    3.304524e-09    1.003505e-13    3.207275e-10   -4.557913e-01
    2.941909e+01    1.485944e+02    5.027640e-07    7.116658e+02    3.307786e-09    1.045293e-13    3.357173e-10   -4.507913e-01
    2.941653e+01    1.485814e+02    5.824305e-07    8.233851e+02    3.311713e-09    1.088947e-13    3.514690e-10   -4.457913e-01
    2.941379e+01    1.485676e+02    6.747115e-07    9.524264e+02    3.316331e-09    1.134554e-13    3.680176e-10   -4.407913e-01
    2.941083e+01    1.485527e+02    7.816030e-07    1.101431e+03    3.321668e-09    1.182207e-13    3.853990e-10   -4.357913e-01
    2.940763e+01    1.485367e+02    9.054150e-07    1.273436e+03    3.327751e-09    1.232001e-13    4.036504e-10   -4.307913e-01
    2.940421e+01    1.485195e+02    1.048822e-06    1.471927e+03    3.334612e-09    1.284036e-13    4.228097e-10   -4.257913e-01
    2.940051e+01    1.485010e+02    1.214922e-06    1.700908e+03    3.342278e-09    1.338417e-13    4.429157e-10   -4.207913e-01
    2.939655e+01    1.484811e+02    1.407300e-06    1.964975e+03    3.350781e-09    1.395252e-13    4.640079e-10   -4.157913e-01
    2.939229e+01    1.484597e+02    1.630106e-06    2.269397e+03    3.360152e-09    1.454656e-13    4.861267e-10   -4.107913e-01
    2.938771e+01    1.484367e+02    1.888145e-06    2.620215e+03    3.370421e-09    1.516748e-13    5.093130e-10   -4.057913e-01
    2.938279e+01    1.484121e+02    2.186979e-06    3.024354e+03    3.381623e-09    1.581651e-13    5.336085e-10   -4.007913e-01
    2.937749e+01    1.483856e+02    2.533045e-06    3.489738e+03    3.393789e-09    1.649495e-13    5.590555e-10   -3.957913e-01
    2.937179e+01    1.483571e+02    2.933791e-06    4.025444e+03    3.406952e-09    1.720414e-13    5.856955e-10   -3.907913e-01
    2.936567e+01    1.483265e+02    3.397838e-06    4.641851e+03    3.421146e-09    1.794549e-13    6.135715e-10   -3.857913e-01
    2.935909e+01    1.482936e+02    3.935160e-06    5.350828e+03    3.436403e-09    1.872045e-13    6.427265e-10   -3.807913e-01
    2.935203e+01    1.482584e+02    4.557296e-06    6.165942e+03    3.452758e-09    1.953055e-13    6.732020e-10   -3.757913e-01
    2.934445e+01    1.482206e+02    5.277595e-06    7.102680e+03    3.470243e-09    2.037736e-13    7.050410e-10   -3.707913e-01
    2.933627e+01    1.481799e+02    6.111505e-06    8.178730e+03    3.488890e-09    2.126254e-13    7.382845e-10   -3.657913e-01
    2.932751e+01    1.481363e+02    7.076875e-06    9.414266e+03    3.508734e-09    2.218777e-13    7.729740e-10   -3.607913e-01
    2.931810e+01    1.480896e+02    8.194365e-06    1.083230e+04    3.529806e-09    2.315485e-13    8.091500e-10   -3.557913e-01
    2.930799e+01    1.480394e+02    9.487855e-06    1.245904e+04    3.552136e-09    2.416561e-13    8.468515e-10   -3.507913e-01
    2.929713e+01    1.479856e+02    1.098495e-05    1.432437e+04    3.575755e-09    2.522196e-13    8.861165e-10   -3.457913e-01
    2.928549e+01    1.479280e+02    1.271755e-05    1.646227e+04    3.600694e-09    2.632587e-13    9.269815e-10   -3.407913e-01
    2.927299e+01    1.478662e+02    1.472253e-05    1.891144e+04    3.626978e-09    2.747939e-13    9.694810e-10   -3.357913e-01
    2.925957e+01    1.478001e+02    1.704251e-05    2.171589e+04    3.654635e-09    2.868467e-13    1.013648e-09   -3.307913e-01
    2.924519e+01    1.477293e+02    1.972670e-05    2.492561e+04    3.683691e-09    2.994387e-13    1.059513e-09   -3.257913e-01
    2.922974e+01    1.476534e+02    2.283195e-05    2.859741e+04    3.714167e-09    3.125929e-13    1.107103e-09   -3.207913e-01
    2.921319e+01    1.475722e+02    2.642389e-05    3.279579e+04    3.746086e-09    3.263327e-13    1.156445e-09   -3.157913e-01
    2.919545e+01    1.474856e+02    3.057831e-05    3.759399e+04    3.779465e-09    3.406824e-13    1.207561e-09   -3.107913e-01
    2.917643e+01    1.473929e+02    3.538263e-05    4.307499e+04    3.814321e-09    3.556670e-13    1.260470e-09   -3.057913e-01
    2.915608e+01    1.472938e+02    4.093776e-05    4.933297e+04    3.850668e-09    3.713125e-13    1.315187e-09   -3.007913e-01
    2.913427e+01    1.471882e+02    4.736006e-05    5.647453e+04    3.888517e-09    3.876455e-13    1.371724e-09   -2.957913e-01
    2.911094e+01    1.470754e+02    5.478370e-05    6.462047e+04    3.927875e-09    4.046935e-13    1.430090e-09   -2.907913e-01
    2.908598e+01    1.469552e+02    6.336335e-05    7.390752e+04    3.968746e-09    4.224849e-13    1.490289e-09   -2.857913e-01
    2.905927e+01    1.468271e+02    7.327720e-05    8.449025e+04    4.011134e-09    4.410489e-13    1.552320e-09   -2.807913e-01
