# sky130 pfet_01v8 gm/ID Lookup Table
# Corner: fs
# Temperature: 75 C
# W = 2.0 um
# L = 0.36 um (360 nm)
# VDS = -0.6 V  (VSD = 0.6 V)
# Columns: vgs [V]  vth [V]  gm [S]  id [A]  gds [S]  cgg [F]  cgs [F]  cgd [F]
#            vgs             vth              gm              id             gds             cgg             cgs             cgd
   -1.800000e+00    8.183102e-01    1.642607e-04   -1.330221e-04    1.115952e-04    4.643868e-15   -4.143494e-15   -4.114756e-16
   -1.795000e+00    8.183102e-01    1.647700e-04   -1.321995e-04    1.101772e-04    4.637609e-15   -4.145507e-15   -4.014804e-16
   -1.790000e+00    8.183102e-01    1.652772e-04   -1.313744e-04    1.087572e-04    4.631397e-15   -4.147446e-15   -3.916112e-16
   -1.785000e+00    8.183102e-01    1.657822e-04   -1.305467e-04    1.073353e-04    4.625233e-15   -4.149308e-15   -3.818712e-16
   -1.780000e+00    8.183102e-01    1.662848e-04   -1.297166e-04    1.059115e-04    4.619119e-15   -4.151092e-15   -3.722634e-16
   -1.775000e+00    8.183102e-01    1.667849e-04   -1.288839e-04    1.044860e-04    4.613058e-15   -4.152798e-15   -3.627907e-16
   -1.770000e+00    8.183102e-01    1.672826e-04   -1.280487e-04    1.030590e-04    4.607050e-15   -4.154426e-15   -3.534559e-16
   -1.765000e+00    8.183102e-01    1.677776e-04   -1.272111e-04    1.016304e-04    4.601098e-15   -4.155973e-15   -3.442614e-16
   -1.760000e+00    8.183102e-01    1.682698e-04   -1.263710e-04    1.002004e-04    4.595202e-15   -4.157440e-15   -3.352096e-16
   -1.755000e+00    8.183102e-01    1.687592e-04   -1.255284e-04    9.876928e-05    4.589365e-15   -4.158826e-15   -3.263025e-16
   -1.750000e+00    8.183102e-01    1.692455e-04   -1.246834e-04    9.733705e-05    4.583586e-15   -4.160131e-15   -3.175421e-16
   -1.745000e+00    8.183102e-01    1.697287e-04   -1.238359e-04    9.590389e-05    4.577869e-15   -4.161353e-15   -3.089300e-16
   -1.740000e+00    8.183102e-01    1.702086e-04   -1.229861e-04    9.446996e-05    4.572213e-15   -4.162494e-15   -3.004679e-16
   -1.735000e+00    8.183102e-01    1.706851e-04   -1.221339e-04    9.303544e-05    4.566619e-15   -4.163552e-15   -2.921570e-16
   -1.730000e+00    8.183102e-01    1.711581e-04   -1.212792e-04    9.160049e-05    4.561088e-15   -4.164528e-15   -2.839984e-16
   -1.725000e+00    8.183102e-01    1.716273e-04   -1.204223e-04    9.016532e-05    4.555622e-15   -4.165421e-15   -2.759929e-16
   -1.720000e+00    8.183102e-01    1.720926e-04   -1.195630e-04    8.873012e-05    4.550220e-15   -4.166231e-15   -2.681414e-16
   -1.715000e+00    8.183102e-01    1.725538e-04   -1.187014e-04    8.729510e-05    4.544882e-15   -4.166959e-15   -2.604443e-16
   -1.710000e+00    8.183102e-01    1.730107e-04   -1.178374e-04    8.586048e-05    4.539611e-15   -4.167605e-15   -2.529018e-16
   -1.705000e+00    8.183102e-01    1.734632e-04   -1.169713e-04    8.442650e-05    4.534404e-15   -4.168168e-15   -2.455142e-16
   -1.700000e+00    8.183102e-01    1.739110e-04   -1.161028e-04    8.299341e-05    4.529263e-15   -4.168649e-15   -2.382812e-16
   -1.695000e+00    8.183102e-01    1.743538e-04   -1.152322e-04    8.156147e-05    4.524188e-15   -4.169049e-15   -2.312028e-16
   -1.690000e+00    8.183102e-01    1.747916e-04   -1.143593e-04    8.013097e-05    4.519179e-15   -4.169368e-15   -2.242784e-16
   -1.685000e+00    8.183102e-01    1.752240e-04   -1.134843e-04    7.870219e-05    4.514235e-15   -4.169605e-15   -2.175074e-16
   -1.680000e+00    8.183102e-01    1.756507e-04   -1.126071e-04    7.727545e-05    4.509355e-15   -4.169763e-15   -2.108890e-16
   -1.675000e+00    8.183102e-01    1.760716e-04   -1.117278e-04    7.585108e-05    4.504541e-15   -4.169840e-15   -2.044224e-16
   -1.670000e+00    8.183102e-01    1.764862e-04   -1.108464e-04    7.442943e-05    4.499791e-15   -4.169839e-15   -1.981065e-16
   -1.665000e+00    8.183102e-01    1.768944e-04   -1.099629e-04    7.301086e-05    4.495104e-15   -4.169758e-15   -1.919399e-16
   -1.660000e+00    8.183102e-01    1.772957e-04   -1.090774e-04    7.159576e-05    4.490480e-15   -4.169600e-15   -1.859215e-16
   -1.655000e+00    8.183102e-01    1.776899e-04   -1.081900e-04    7.018454e-05    4.485919e-15   -4.169365e-15   -1.800496e-16
   -1.650000e+00    8.183102e-01    1.780766e-04   -1.073005e-04    6.877762e-05    4.481418e-15   -4.169052e-15   -1.743228e-16
   -1.645000e+00    8.183102e-01    1.784554e-04   -1.064092e-04    6.737547e-05    4.476978e-15   -4.168664e-15   -1.687392e-16
   -1.640000e+00    8.183102e-01    1.788259e-04   -1.055160e-04    6.597856e-05    4.472598e-15   -4.168200e-15   -1.632971e-16
   -1.635000e+00    8.183102e-01    1.791878e-04   -1.046210e-04    6.458738e-05    4.468275e-15   -4.167662e-15   -1.579945e-16
   -1.630000e+00    8.183102e-01    1.795405e-04   -1.037241e-04    6.320247e-05    4.464010e-15   -4.167050e-15   -1.528294e-16
   -1.625000e+00    8.183102e-01    1.798836e-04   -1.028256e-04    6.182436e-05    4.459801e-15   -4.166366e-15   -1.477999e-16
   -1.620000e+00    8.183102e-01    1.802167e-04   -1.019253e-04    6.045364e-05    4.455647e-15   -4.165608e-15   -1.429036e-16
   -1.615000e+00    8.183102e-01    1.805393e-04   -1.010234e-04    5.909090e-05    4.451546e-15   -4.164780e-15   -1.381385e-16
   -1.610000e+00    8.183102e-01    1.808508e-04   -1.001199e-04    5.773676e-05    4.447497e-15   -4.163880e-15   -1.335022e-16
   -1.605000e+00    8.183102e-01    1.811506e-04   -9.921493e-05    5.639188e-05    4.443498e-15   -4.162911e-15   -1.289924e-16
   -1.600000e+00    8.183102e-01    1.814383e-04   -9.830845e-05    5.505692e-05    4.439549e-15   -4.161872e-15   -1.246067e-16
   -1.595000e+00    8.183102e-01    1.817132e-04   -9.740057e-05    5.373258e-05    4.435647e-15   -4.160765e-15   -1.203428e-16
   -1.590000e+00    8.183102e-01    1.819748e-04   -9.649134e-05    5.241958e-05    4.431792e-15   -4.159589e-15   -1.161982e-16
   -1.585000e+00    8.183102e-01    1.822224e-04   -9.558084e-05    5.111865e-05    4.427981e-15   -4.158347e-15   -1.121705e-16
   -1.580000e+00    8.183102e-01    1.824553e-04   -9.466914e-05    4.983054e-05    4.424213e-15   -4.157037e-15   -1.082572e-16
   -1.575000e+00    8.183102e-01    1.826729e-04   -9.375632e-05    4.855603e-05    4.420486e-15   -4.155662e-15   -1.044557e-16
   -1.570000e+00    8.183102e-01    1.828746e-04   -9.284244e-05    4.729589e-05    4.416799e-15   -4.154222e-15   -1.007637e-16
   -1.565000e+00    8.183102e-01    1.830596e-04   -9.192760e-05    4.605091e-05    4.413150e-15   -4.152716e-15   -9.717868e-17
   -1.560000e+00    8.183102e-01    1.832272e-04   -9.101187e-05    4.482190e-05    4.409537e-15   -4.151147e-15   -9.369807e-17
   -1.555000e+00    8.183102e-01    1.833768e-04   -9.009536e-05    4.360964e-05    4.405958e-15   -4.149514e-15   -9.031944e-17
   -1.550000e+00    8.183102e-01    1.835076e-04   -8.917814e-05    4.241493e-05    4.402413e-15   -4.147817e-15   -8.704031e-17
   -1.545000e+00    8.183102e-01    1.836190e-04   -8.826031e-05    4.123855e-05    4.398898e-15   -4.146058e-15   -8.385825e-17
   -1.540000e+00    8.183102e-01    1.837101e-04   -8.734198e-05    4.008127e-05    4.395413e-15   -4.144236e-15   -8.077081e-17
   -1.535000e+00    8.183102e-01    1.837804e-04   -8.642325e-05    3.894384e-05    4.391955e-15   -4.142352e-15   -7.777560e-17
